article_id,category,title,date,content,summary,source_url,source_name,company_tag,keywords,collected_at,has_null,is_duplicate_seed,data_origin
CL-0001,market,"이노비즈협회, 인니 스마트팩토리 인재 130명 양성…“제조혁신 기반 확대 - viva100.com",2026-09-20,"이노비즈협회, 인니 스마트팩토리 인재 130명 양성…“제조혁신 기반 확대 viva100.com","이노비즈협회, 인니 스마트팩토리 인재 130명 양성…“제조혁신 기반 확대 viva100.com",https://news.google.com/rss/articles/CBMiWkFVX3lxTE44ZTQ3SGRzM3NHaEN3OWMzSjdBakJjU3hMS3JDNVJPY0ltQVVxRkZSeURfaE0ydGJNc01oZnB3UlJHaUd2bDh2Ry1VWUtJUHB4eDBjQmg4TDgtdw?oc=5,viva100.com,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0002,market,"포항시, 피지컬 AI․제조AX로 산업혁신 미래 연다…‘2026 스마트 제조 포럼’성료 - 서울경제TV",2026-09-19,"포항시, 피지컬 AI․제조AX로 산업혁신 미래 연다…‘2026 스마트 제조 포럼’성료 서울경제TV","포항시, 피지컬 AI․제조AX로 산업혁신 미래 연다…‘2026 스마트 제조 포럼’성료 서울경제TV",https://news.google.com/rss/articles/CBMiZEFVX3lxTE1hdWJGdTdfZzljd0V4OHBnM1VnRHVlUV9EclNUWWlNTXV5M0ZJRnBGRXNEYk56VC1qNmpEeW9uWjlHZTZWMDFVdHd1eURHeFh3a1ZQaGczQW9pLXRPM09DbHBzOVk?oc=5,서울경제TV,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0003,market,AI 도입만으론 공장 안 바뀐다…제조 현장 AX 실현 전략 웨비나 통해 집중 조명 - 헬로티,2026-09-16,AI 도입만으론 공장 안 바뀐다…제조 현장 AX 실현 전략 웨비나 통해 집중 조명 헬로티,AI 도입만으론 공장 안 바뀐다…제조 현장 AX 실현 전략 웨비나 통해 집중 조명 헬로티,https://news.google.com/rss/articles/CBMiX0FVX3lxTE5PZUxoWHIyZFprSFV1Q29FYm5GQW52MzR3UGRDdThwV2Y4ZUZidjN2aTZwWFpiNk9OMi1FeVpMYWs1a1V6cDJDLWtmbG1YUHdZVDI0ZDRTMF9DNXFVSDNR?oc=5,헬로티,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0004,market,"[특집/향후 10년 한국의 수출을 이끌 차세대 산업 시리즈 No.14 스마트팩토리] “공장이 스스로 판단하고 움직인다”…AI 스마트팩토리, 한국 수출의 새 성장엔진 - 코리아포스트 한글판",2026-09-19,"[특집/향후 10년 한국의 수출을 이끌 차세대 산업 시리즈 No.14 스마트팩토리] “공장이 스스로 판단하고 움직인다”…AI 스마트팩토리, 한국 수출의 새 성장엔진 코리아포스트 한글판","[특집/향후 10년 한국의 수출을 이끌 차세대 산업 시리즈 No.14 스마트팩토리] “공장이 스스로 판단하고 움직인다”…AI 스마트팩토리, 한국 수출의 새 성장엔진 코리아포스트 한글판",https://news.google.com/rss/articles/CBMibkFVX3lxTE05WE83bWV6M3ktak1jZ0xoQnp2cGgxazFmWDZydzR3Nk1zQ050X002ei1WeVNJS1NYamc0TkIzR1YzcHlSX25MVDhHTENUWjVsVy1pSDFwUlJVTllpSTNFTFhxR1dLQ2pKUkJRNm5B?oc=5,코리아포스트 한글판,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0005,market,유일로보틱스 “스마트 팩토리 솔루션 기업에서 다크 팩토리로 역량 확대” - 로봇신문,2026-09-16,유일로보틱스 “스마트 팩토리 솔루션 기업에서 다크 팩토리로 역량 확대” 로봇신문,유일로보틱스 “스마트 팩토리 솔루션 기업에서 다크 팩토리로 역량 확대” 로봇신문,https://news.google.com/rss/articles/CBMibEFVX3lxTE1YWU5aOG4wMmZpMVJ1SXA3SW9peGNnOFFDSEp3b0hSNTlLSmZndmhjTHFDZ240OU9nV1U1SUVMMlI0TmxPajhCXzRHdUNSdThHQ2xqSjNwa1BNM2pfQm9RajUydUdfUjdCTnJaTg?oc=5,로봇신문,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0006,market,경남도 '제조 AI 확산 거점' 스마트공장 현장 목소리 듣는다 - 전자신문,2026-09-15,경남도 '제조 AI 확산 거점' 스마트공장 현장 목소리 듣는다 전자신문,경남도 '제조 AI 확산 거점' 스마트공장 현장 목소리 듣는다 전자신문,https://news.google.com/rss/articles/CBMiTkFVX3lxTE9XNlp6aV9KZGcxbzRRRVZlQ1Y3WEJpMnM5UUdoejJpTmNFNXllcHBfTHBYSkh1Q29rWXhhd09iQ2VsMnIwVF9oSXRrZUxLZw?oc=5,전자신문,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0007,market,촘촘한 제조 현장 데이터로…'피지컬 AI' 글로벌 최강 전략 짠다 - 한국경제,2026-09-17,촘촘한 제조 현장 데이터로…'피지컬 AI' 글로벌 최강 전략 짠다 한국경제,촘촘한 제조 현장 데이터로…'피지컬 AI' 글로벌 최강 전략 짠다 한국경제,https://news.google.com/rss/articles/CBMiWkFVX3lxTFBrM0d4WGlZQWNvZ29mOVJDUVdJcmYyWHg5bDVWeGZXUFJPVWYwblVna29PMzVqZ3RsdVEyTGpKaWIzcHBsMERVY0NWY0tfM0dpemo2WXItVDZCdw?oc=5,한국경제,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0008,market,"유일로보틱스, 스마트 팩토리 제조 솔루션에서 다크 팩토리로 역량 확대 - 머니투데이 - 머니투데이",2026-09-16,"유일로보틱스, 스마트 팩토리 제조 솔루션에서 다크 팩토리로 역량 확대 - 머니투데이 머니투데이","유일로보틱스, 스마트 팩토리 제조 솔루션에서 다크 팩토리로 역량 확대 - 머니투데이 머니투데이",https://news.google.com/rss/articles/CBMiaEFVX3lxTE1MRnpYRGpkeUZQeU9XMU9zb2w1QTNaNG5NZDNCcTJMNFlVdUdYc0RwT3hhbEprYzZ1R3V1ZWFCTDBUXzRKZlFCdWtBbDFWVmU0clhPVGJncEllajREOGVDT3RlV2ZpTWdG0gFuQVVfeXFMTWh5U1pIZmdGYUczUFJkLVV4dDBENFVzd0l2MFJ1OTlCN0VNcFllQ3YwRmpJOHNnRG5Mc0ZVU1I3M2Rwb3JNZ0IxZllndEdaVW5fM2J3SWxaVTRueVlDSnYxUEd2dmt3M0tweUVUaHc?oc=5,머니투데이,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0009,market,포항시 '피지컬 AI·로보틱스·제조 AX 산업 혁신'…스마트 제조 포럼 - 뉴시스,2026-09-17,포항시 '피지컬 AI·로보틱스·제조 AX 산업 혁신'…스마트 제조 포럼 뉴시스,포항시 '피지컬 AI·로보틱스·제조 AX 산업 혁신'…스마트 제조 포럼 뉴시스,https://news.google.com/rss/articles/CBMieEFVX3lxTE4yb2NLYmw1TnQzc1Rqd0YyWDBwYldMX1c1cXVqRURQX3pZXzNPaTF1bUtFWE9zVHJfSVlxQ3JldWpRT08tVlpsTE45TFpaR1VESzRvTWlhZXZMRkxKcmFtZjZ2Z0U1X2xBVjN1N3hfalZwamdDSGNpN9IBeEFVX3lxTE4yb2NLYmw1TnQzc1Rqd0YyWDBwYldMX1c1cXVqRURQX3pZXzNPaTF1bUtFWE9zVHJfSVlxQ3JldWpRT08tVlpsTE45TFpaR1VESzRvTWlhZXZMRkxKcmFtZjZ2Z0U1X2xBVjN1N3hfalZwamdDSGNpNw?oc=5,뉴시스,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0010,market,"포항시, 피지컬 AI·제조AX로 미래 제조혁신 이끈다 - 글로벌경제신문",2026-09-17,"포항시, 피지컬 AI·제조AX로 미래 제조혁신 이끈다 글로벌경제신문","포항시, 피지컬 AI·제조AX로 미래 제조혁신 이끈다 글로벌경제신문",https://news.google.com/rss/articles/CBMicEFVX3lxTFA3VHVoSVl2VTV6Z255OVRhSlgxUk1yQV9ydWhhN0htRTRKMWRZMkxiNW5qWWhsVHhwSDAwNUR2XzZ4Nml4MmRBaUliVjRRYU5nLVdDWmRFYW94R3QyNnRLNVhJdFFnckRSSC1UQTlLSFXSAXBBVV95cUxQN1R1aElZdlU1emdueTlUYUpYMVJNckFfcnVoYTdIbUU0SjFkWTJMYjVuallobFR4cEgwMDVEdl82eDZpeDJkQWlJYlY0UWFOZy1XQ1pkRWFveEd0MjZ0SzVYSXRRZ3JEUkgtVEE5S0hV?oc=5,글로벌경제신문,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0011,market,"미소정보기술, 공장이 스스로 판단하고 움직이게…M.AX 제조 AI 전문기업 선정 - 벤처스퀘어",2026-09-18,"미소정보기술, 공장이 스스로 판단하고 움직이게…M.AX 제조 AI 전문기업 선정 벤처스퀘어","미소정보기술, 공장이 스스로 판단하고 움직이게…M.AX 제조 AI 전문기업 선정 벤처스퀘어",https://news.google.com/rss/articles/CBMiT0FVX3lxTE43bExLSkxBOEsxbFcyVlI3LS1QLXlsNG9sN1VTZ2IySmRubFJxOHpPSnVpQUJueHFUaWJUaW4tRER3TTU1aEpueXJsZFNYWTA?oc=5,벤처스퀘어,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0012,market,충남 제조업 AI 전환…공장 구축부터 사후관리까지 - 충남내포뉴스,2026-09-17,충남 제조업 AI 전환…공장 구축부터 사후관리까지 충남내포뉴스,충남 제조업 AI 전환…공장 구축부터 사후관리까지 충남내포뉴스,https://news.google.com/rss/articles/CBMibkFVX3lxTE1WcWd1bGJQMTZna3I2VGl3QUgyYjJhc0JmdjlhLWRyaURpMlZzNXNHRDFjLTFqeDRXVTBsdnJnMjNPa24wUzliMy1hNUxyemNiX2hGUWhlRUN1cndVYlVFS1cxbU84aVhPWE9nMHdn?oc=5,충남내포뉴스,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0013,market,"경북 제조업, AI·로봇으로 갈아탄다…포항서 ‘피지컬 AI’ 미래 모색 - 공뉴스",2026-09-16,"경북 제조업, AI·로봇으로 갈아탄다…포항서 ‘피지컬 AI’ 미래 모색 공뉴스","경북 제조업, AI·로봇으로 갈아탄다…포항서 ‘피지컬 AI’ 미래 모색 공뉴스",https://news.google.com/rss/articles/CBMibEFVX3lxTE5kb1A5OUk5S0V5VWUyVEt6ZTd5SE9fT2I4NXRHcDdla24tRTdjX1VPOHp0c3BNTXZaVklyeG55Y0Y1UWIxZi1xTGJBYW1EM1hMaUI1cXJzM3llS09Rc0xkd3dmSDJPVWJKTWpGTA?oc=5,공뉴스,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0014,market,"유일로보틱스, AI·로봇 결합 ‘다크 팩토리’ 솔루션 확대 [종목Pick] - 헤럴드경제",2026-09-16,"유일로보틱스, AI·로봇 결합 ‘다크 팩토리’ 솔루션 확대 [종목Pick] 헤럴드경제","유일로보틱스, AI·로봇 결합 ‘다크 팩토리’ 솔루션 확대 [종목Pick] 헤럴드경제",https://news.google.com/rss/articles/CBMiVkFVX3lxTE5iTW1uMUQzNmMzNUpETVhiQnRLblhDLXhJSlpSUFZUc1dNcFNoNnZNbEJvZ0g2d293WklHeGJVMkNuQXhXMm9oV0c1UlRneGlJVmsyRllR?oc=5,헤럴드경제,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0015,market,[인더스트리 솔루션 인사이트] ‘선 없는 공장’이 온다…5G 특화망이 바꾸는 제조 미래 - 헬로티,2026-09-16,[인더스트리 솔루션 인사이트] ‘선 없는 공장’이 온다…5G 특화망이 바꾸는 제조 미래 헬로티,[인더스트리 솔루션 인사이트] ‘선 없는 공장’이 온다…5G 특화망이 바꾸는 제조 미래 헬로티,https://news.google.com/rss/articles/CBMiX0FVX3lxTE5ydnJCeUh0eTFYTmZYVzYySHFHaUd5SGdVX1VuVUt6N2NlNkpnLUtrNmZnSDgxcHV1SXNvZkZWVEZNMnpRU1Bxc0JnUnc1RFpTOGVJQ1BKd19KQ0JWX2U4?oc=5,헬로티,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0016,market,"정부, 중소 스마트공장에 '피지컬 AI' 심는다…특화 지원 프로그램 신설 - 전자신문",2026-09-07,"정부, 중소 스마트공장에 '피지컬 AI' 심는다…특화 지원 프로그램 신설 전자신문","정부, 중소 스마트공장에 '피지컬 AI' 심는다…특화 지원 프로그램 신설 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTE5JZWZCUUVoX0VfR1RJYlZEdFJYMVhWNU9MSFR2aXFJbGY1VnRud3FCTkFScVRxQzkybGhFbjYyRFNLMmxVWEVkYk1sSHVPZw?oc=5,전자신문,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0017,market,"하이테커, 베트남 스마트공장 ODA 참여...DX 인력 양성 맡는다 - 한경매거진&북",2026-09-18,"하이테커, 베트남 스마트공장 ODA 참여...DX 인력 양성 맡는다 한경매거진&북","하이테커, 베트남 스마트공장 ODA 참여...DX 인력 양성 맡는다 한경매거진&북",https://news.google.com/rss/articles/CBMiaEFVX3lxTE5QOHkxYUhyVnRRZDlyMGh2WGdtNjI0SWYycE1VU0c4R29wcDZzczlmYi1nZ3J0S3J3d3laSzYyTXozRUprWDk5NGgxWHdod2tLNHVUSlMwOUdVRkhHdG5qVkNMWGpwcEhE?oc=5,한경매거진&북,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0018,market,경남에서 확인하는 제조 AI 현주소…'2026 더 넥스트 AI' 개막 한 달 앞으로 - 전자신문,2026-09-14,경남에서 확인하는 제조 AI 현주소…'2026 더 넥스트 AI' 개막 한 달 앞으로 전자신문,경남에서 확인하는 제조 AI 현주소…'2026 더 넥스트 AI' 개막 한 달 앞으로 전자신문,https://news.google.com/rss/articles/CBMiTkFVX3lxTFBqWkRiWWpuS29XLXQxanZ1ZW15ai1zX2NJWVJtazdGYU5XTmhGQXR1Vkstb0VVX1FHdGhhVGcyRHE2Q1pCcU9oZEZUb2V3Zw?oc=5,전자신문,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0019,market,제조현장 파고드는 AI…스마트팩토리서 '자율공장'으로 영역 넓힌다 - 더트래커,2026-09-09,제조현장 파고드는 AI…스마트팩토리서 '자율공장'으로 영역 넓힌다 더트래커,제조현장 파고드는 AI…스마트팩토리서 '자율공장'으로 영역 넓힌다 더트래커,https://news.google.com/rss/articles/CBMiWEFVX3lxTE9abEl4WFA4NHZZNHNvLVF0YkRrbkZCX2wteEtOZTNWYXdEQjlLRFVoeWwzQnhRSnk3UFRHQjlBX3ZNbHkyeU9jcGFWdU1OU2NiSERqZEdJR2s?oc=5,더트래커,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0020,market,포항서 ‘2026 스마트 제조 포럼’…피지컬 AI로 제조혁신 해법 모색 - 스포츠동아,2026-09-17,포항서 ‘2026 스마트 제조 포럼’…피지컬 AI로 제조혁신 해법 모색 스포츠동아,포항서 ‘2026 스마트 제조 포럼’…피지컬 AI로 제조혁신 해법 모색 스포츠동아,https://news.google.com/rss/articles/CBMickFVX3lxTFBpbnN5OE5yT1BtZkZlRTB3QUg4R25mZWszYnQzOHBnQUMwbWxzbHZFNVZGaEVpWFdNVVEyQWpkbkN0bFdrT2dENEVlSU5GamxLQXpIbVJvNUlIQmlhVmwyX3M5YmlZb0dBSUJtZG1qWnVWZw?oc=5,스포츠동아,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0021,market,"KT, AI로 24시간 가동 ‘다크팩토리’ 기술 개발…피지컬 AI 제조혁신 나선다 - 투데이e코노믹",2026-09-17,"KT, AI로 24시간 가동 ‘다크팩토리’ 기술 개발…피지컬 AI 제조혁신 나선다 투데이e코노믹","KT, AI로 24시간 가동 ‘다크팩토리’ 기술 개발…피지컬 AI 제조혁신 나선다 투데이e코노믹",https://news.google.com/rss/articles/CBMiZ0FVX3lxTFByVmEwQlNGS3dxSFA0MHpGcmxEWFdZUFZMZFY1TDZVZ2NNTmJVUjI2UFhfQ1NHWUNBbVlXb2JyZVllY1N0X2NQYlNtRFA5T25LMm5zdl84bTNIQ094Vzl4WXBJQmQtUFU?oc=5,투데이e코노믹,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0022,market,"[경제+] 공장에 'AI 두뇌' 심는다...中 제조업, 스마트 전환 본격화 - 서울뉴스통신",2026-09-16,"[경제+] 공장에 'AI 두뇌' 심는다...中 제조업, 스마트 전환 본격화 서울뉴스통신","[경제+] 공장에 'AI 두뇌' 심는다...中 제조업, 스마트 전환 본격화 서울뉴스통신",https://news.google.com/rss/articles/CBMia0FVX3lxTE1tbzhsblg4TzJPbm5wRlRPTnFmTTJUTkVJZmtzMXhma05YbVk2a3hFYTBzS1duNGsyRmo1endfSkVxTG9DSWZIQmsyZ19LVEZWa0NvZjl1WFZudmJKcUNmellfbGN4TDNxYUhz?oc=5,서울뉴스통신,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0023,market,"유일로보틱스, 스마트팩토리 사업 확대…美 현지 구축도 수주 - edaily.co.kr",2026-09-16,"유일로보틱스, 스마트팩토리 사업 확대…美 현지 구축도 수주 edaily.co.kr","유일로보틱스, 스마트팩토리 사업 확대…美 현지 구축도 수주 edaily.co.kr",https://news.google.com/rss/articles/CBMigAFBVV95cUxPTFpuMXYzM01GSGVwYXp4VWNTVVRRYXFDQUxRMmxOTzVGTVB1b3lVQ3BhcnhTWXFkeTRTR1JQNEE4X1p1V2dUZTFYX2FKaGMyY1E0cmhUQzd6VEppREFNQ1FQZ1JNc3lvLWVMdXZDWTBZUVVXdGF2VFpUejlUT0lxZA?oc=5,edaily.co.kr,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0024,market,"컨포트랩, 다이퀘스트·유엔이와 제조 AI 플랫폼 공동 구축 협약 - 유니콘팩토리",2026-09-15,"컨포트랩, 다이퀘스트·유엔이와 제조 AI 플랫폼 공동 구축 협약 유니콘팩토리","컨포트랩, 다이퀘스트·유엔이와 제조 AI 플랫폼 공동 구축 협약 유니콘팩토리",https://news.google.com/rss/articles/CBMibEFVX3lxTE5QYURZQUZoMVFNbGJVcklYcnoxNGhGS1FXUWFHT3liRkN5U29OMFROMGpDaTZSXzZCVUNjV19RdnhEV3pSZi0xX2l4MjJWMTIwRUdnTDhVbTVkRkE4NG1MNGg3ZjZmaFdkVURTWQ?oc=5,유니콘팩토리,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0025,market,[기획]PoC 성공해도 생산라인에선 난항…제조AI ‘현장 정착’ 관건 - 매일일보,2026-09-15,[기획]PoC 성공해도 생산라인에선 난항…제조AI ‘현장 정착’ 관건 매일일보,[기획]PoC 성공해도 생산라인에선 난항…제조AI ‘현장 정착’ 관건 매일일보,https://news.google.com/rss/articles/CBMiZEFVX3lxTE5ZWFRjUktMTWpmOWNiWlM0YWtvQVY2TFZPWHUyYmJfRHZUelRocTJpcm1UQ0IwcFY4c2VwN1BuVG1vdDY2YnpzSnNkUDlFR3RsOVNOdnVUcS1fMFJpTHl0WFR3SmbSAWhBVV95cUxPT1Nzek9yM0NSYW9vWlhMV0MxSjBlU2NPRkx6SHdQM21yMllmT2JUNGd2azlCYjlBYlBaaWNFckJqdHNvUDQwSXRLbTZiT045NkxKR1lBRVpzN3c3VHA1N25QRHMyWjRaYg?oc=5,매일일보,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0026,market,"현대모비스, 협력사와 AI·로봇 기반 제조 혁신기술 확대... 스마트 제조 기술 생태계 활성화 | 뉴스 | 현대자동차그룹 - Hyundai Motor Group",2026-08-27,"현대모비스, 협력사와 AI·로봇 기반 제조 혁신기술 확대... 스마트 제조 기술 생태계 활성화 | 뉴스 | 현대자동차그룹 Hyundai Motor Group","현대모비스, 협력사와 AI·로봇 기반 제조 혁신기술 확대... 스마트 제조 기술 생태계 활성화 | 뉴스 | 현대자동차그룹 Hyundai Motor Group",https://news.google.com/rss/articles/CBMiqAFBVV95cUxORTZMMHBBLW9Bc1JuZmRaQXBMSGxiWU5odTBmNkJySlF6U05pTWNuc3hsMEhVLUxzNmV5REVkZmh1LXBsdENTN2JyZ3RrRFJJcmJjTk9jV25rYk9JZi1MdnhDekN2a2RQXzRmd2JzRnN0Mm9Tc1NYR3QtSVEyZHB6WjV1aEtHQURHM0g2NU5FSUk1dkFyRGZBNTFGSEEyZXM0WnB4aXpVamw?oc=5,Hyundai Motor Group,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0027,market,등대공장에서 무인공장으로…2030 다크팩토리가 온다 - 지디넷코리아,2026-09-14,등대공장에서 무인공장으로…2030 다크팩토리가 온다 지디넷코리아,등대공장에서 무인공장으로…2030 다크팩토리가 온다 지디넷코리아,https://news.google.com/rss/articles/CBMiVkFVX3lxTFBWWHRoN2hxODlpMmpnNHN6RGd5anhncFB3SFFUTV8zSHh1WndnZGsyOTFzdlUxYUFaWkx2QS1pSHk2b3VfM2ZjZXdENFBnS29VLWQzbXVR?oc=5,지디넷코리아,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0028,market,"[헬로즈업] 스마트팩토리, AI 도입하고도 성과 못 내는 이유는 ‘기술’보다 ‘실행’ - 헬로티",2026-06-29,"[헬로즈업] 스마트팩토리, AI 도입하고도 성과 못 내는 이유는 ‘기술’보다 ‘실행’ 헬로티","[헬로즈업] 스마트팩토리, AI 도입하고도 성과 못 내는 이유는 ‘기술’보다 ‘실행’ 헬로티",https://news.google.com/rss/articles/CBMiX0FVX3lxTFBqaVEyai1ZMk9YbFJCOEZFTFY0Z0I5dHp0ZU9adUVjeEhRdDhuRThVdk5yMm9ESkY2OXlreVl3ZF9aWGJKdU9tdEI5OWM3blJWUWFnY2JoRHlhZ3MyYU84?oc=5,헬로티,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0029,market,"“피지컬 AI 하고 싶어도 공장이 못 받는다”… 정부, 중소 제조현장 확산 ‘맞손’ - viva100.com",2026-09-07,"“피지컬 AI 하고 싶어도 공장이 못 받는다”… 정부, 중소 제조현장 확산 ‘맞손’ viva100.com","“피지컬 AI 하고 싶어도 공장이 못 받는다”… 정부, 중소 제조현장 확산 ‘맞손’ viva100.com",https://news.google.com/rss/articles/CBMiWkFVX3lxTE9sY280WTA4S0w5YkJXOUoyZ29tb2gzdnM1dnZwbm92VlFvelQyOGlGenNPNENnSWlGNEhYNTVrNGJoN25VaDI3bWo0ZXNBRTJmMkU5VUpQZjIwQQ?oc=5,viva100.com,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0030,market,"아이엘, 7300평 스마트팩토리 추진…'피지컬AI' 거점으로 - 전자신문",2026-09-08,"아이엘, 7300평 스마트팩토리 추진…'피지컬AI' 거점으로 전자신문","아이엘, 7300평 스마트팩토리 추진…'피지컬AI' 거점으로 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTE1VSkw1TnpjQkVMQnBwWjZtRXRtd0xkLUFHZTh3MzRrYXRqRkR6RFQwQ0JSRDdtWjh6V3E2N1hiRk9WWTFPdWhoZmFzd0VNdw?oc=5,전자신문,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0031,market,"다크 팩토리, 스마트 팩토리를 넘어 자율제조로 - 월간CEO&",2026-09-08,"다크 팩토리, 스마트 팩토리를 넘어 자율제조로 월간CEO&","다크 팩토리, 스마트 팩토리를 넘어 자율제조로 월간CEO&",https://news.google.com/rss/articles/CBMicEFVX3lxTE9mczJSaHE1eEw1enl2UFZqZzZEbURfS3ZSOFpjVFRoN3ozaFptU1BvYWxfekNJbTc1RjhaVHp5VE9DNU5UdVdITG9ObUJqVTJjS25Tcmx1UFN2Sm15eUpBdzhYSEtvWF8tc0d5RWJHX2U?oc=5,월간CEO&,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0032,market,"위존, 'M.AX 전문기업' 선정…제조 AI 전환 사업 확대 - 전자신문",2026-09-08,"위존, 'M.AX 전문기업' 선정…제조 AI 전환 사업 확대 전자신문","위존, 'M.AX 전문기업' 선정…제조 AI 전환 사업 확대 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTE1PR290alMyTzFycENVU29xR0JCZWJzM2VJVndiQ0ZFYTh1czAzUGFTcTdLY0RucnVDMnNXWmRZcTRjdlA5aVhiSndJWHJlUQ?oc=5,전자신문,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0033,market,"[피지컬 AI와 자율제조①]IT와 OT, 같은 현장‧다른 언어 - 디일렉",2026-07-02,"[피지컬 AI와 자율제조①]IT와 OT, 같은 현장‧다른 언어 디일렉","[피지컬 AI와 자율제조①]IT와 OT, 같은 현장‧다른 언어 디일렉",https://news.google.com/rss/articles/CBMiZkFVX3lxTE5yRmFNY0dkZTB5UnhtLUdPRWtXdVJRbkw4YldYcmx4a2hmZ01BUFpqb0YxQmVlNEFrUmRRX1ViSkFSbzIyTWlHOFZTVjl4MjdBaW1oeVpUczIxSHRMaFNkdVAtLVJTQQ?oc=5,디일렉,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
CL-0034,market,"현대모비스, AI·로봇 제조혁신 확대…협력사와 스마트팩토리 생태계 구축 - 뉴스핌",2026-08-27,"현대모비스, AI·로봇 제조혁신 확대…협력사와 스마트팩토리 생태계 구축 뉴스핌","현대모비스, AI·로봇 제조혁신 확대…협력사와 스마트팩토리 생태계 구축 뉴스핌",https://news.google.com/rss/articles/CBMiXEFVX3lxTE9FN3RCVVVhbk5kYlNzeXdXbW9yV3liSXNHVEE4eVpzNTc1M1hrMlQ5XzZWa1RfeG5LMWhzdHJ4X3JUVm56YWRFSFRaYzlVRnZqTU5wMlVDUGI5Njlz?oc=5,뉴스핌,,스마트팩토리|AI|제조,2026-09-20T03:59:47.201522+00:00,False,False,live_crawl
